season_label,fixture_id,fixture_ts,home_team_id,away_team_id,gk_home_player_id,GK_HOME_GOALS_CONCEDED,df1_home_player_id,DF1_HOME_GOALS_CONCEDED,DF1_HOME_MINUTES_PLAYED,DF1_HOME_APPEARANCES,df2_home_player_id,DF2_HOME_GOALS_CONCEDED,DF2_HOME_MINUTES_PLAYED,DF2_HOME_APPEARANCES,df3_home_player_id,DF3_HOME_GOALS_CONCEDED,DF3_HOME_MINUTES_PLAYED,DF3_HOME_APPEARANCES,df4_home_player_id,DF4_HOME_GOALS_CONCEDED,DF4_HOME_MINUTES_PLAYED,DF4_HOME_APPEARANCES,df5_home_player_id,DF5_HOME_GOALS_CONCEDED,DF5_HOME_MINUTES_PLAYED,DF5_HOME_APPEARANCES,df6_home_player_id,DF6_HOME_GOALS_CONCEDED,DF6_HOME_MINUTES_PLAYED,DF6_HOME_APPEARANCES,NO_OF_DF_HOME,mf1_home_player_id,MF1_HOME_GOALS_CONCEDED,MF1_HOME_MINUTES_PLAYED,MF1_HOME_APPEARANCES,mf2_home_player_id,MF2_HOME_GOALS_CONCEDED,MF2_HOME_MINUTES_PLAYED,MF2_HOME_APPEARANCES,mf3_home_player_id,MF3_HOME_GOALS_CONCEDED,MF3_HOME_MINUTES_PLAYED,MF3_HOME_APPEARANCES,mf4_home_player_id,MF4_HOME_GOALS_CONCEDED,MF4_HOME_MINUTES_PLAYED,MF4_HOME_APPEARANCES,mf5_home_player_id,MF5_HOME_GOALS_CONCEDED,MF5_HOME_MINUTES_PLAYED,MF5_HOME_APPEARANCES,mf6_home_player_id,MF6_HOME_GOALS_CONCEDED,MF6_HOME_MINUTES_PLAYED,MF6_HOME_APPEARANCES,NO_OF_MF_HOME,atk1_home_player_id,ATK1_HOME_MINUTES_PLAYED,ATK1_HOME_APPEARANCES,ATK1_HOME_GOALS_CONCEDED,ATK1_HOME_SUBSTITUTIONS_IN,ATK1_HOME_SUBSTITUTIONS_OUT,atk2_home_player_id,ATK2_HOME_MINUTES_PLAYED,ATK2_HOME_APPEARANCES,ATK2_HOME_GOALS_CONCEDED,ATK2_HOME_SUBSTITUTIONS_IN,ATK2_HOME_SUBSTITUTIONS_OUT,atk3_home_player_id,ATK3_HOME_MINUTES_PLAYED,ATK3_HOME_APPEARANCES,ATK3_HOME_GOALS_CONCEDED,ATK3_HOME_SUBSTITUTIONS_IN,ATK3_HOME_SUBSTITUTIONS_OUT,atk4_home_player_id,ATK4_HOME_MINUTES_PLAYED,ATK4_HOME_APPEARANCES,ATK4_HOME_GOALS_CONCEDED,ATK4_HOME_SUBSTITUTIONS_IN,ATK4_HOME_SUBSTITUTIONS_OUT,NO_OF_ATK_HOME,gk_away_player_id,GK_AWAY_GOALS_CONCEDED,df1_away_player_id,DF1_AWAY_GOALS_CONCEDED,DF1_AWAY_MINUTES_PLAYED,DF1_AWAY_APPEARANCES,df2_away_player_id,DF2_AWAY_GOALS_CONCEDED,DF2_AWAY_MINUTES_PLAYED,DF2_AWAY_APPEARANCES,df3_away_player_id,DF3_AWAY_GOALS_CONCEDED,DF3_AWAY_MINUTES_PLAYED,DF3_AWAY_APPEARANCES,df4_away_player_id,DF4_AWAY_GOALS_CONCEDED,DF4_AWAY_MINUTES_PLAYED,DF4_AWAY_APPEARANCES,df5_away_player_id,DF5_AWAY_GOALS_CONCEDED,DF5_AWAY_MINUTES_PLAYED,DF5_AWAY_APPEARANCES,df6_away_player_id,DF6_AWAY_GOALS_CONCEDED,DF6_AWAY_MINUTES_PLAYED,DF6_AWAY_APPEARANCES,NO_OF_DF_AWAY,mf1_away_player_id,MF1_AWAY_GOALS_CONCEDED,MF1_AWAY_MINUTES_PLAYED,MF1_AWAY_APPEARANCES,mf2_away_player_id,MF2_AWAY_GOALS_CONCEDED,MF2_AWAY_MINUTES_PLAYED,MF2_AWAY_APPEARANCES,mf3_away_player_id,MF3_AWAY_GOALS_CONCEDED,MF3_AWAY_MINUTES_PLAYED,MF3_AWAY_APPEARANCES,mf4_away_player_id,MF4_AWAY_GOALS_CONCEDED,MF4_AWAY_MINUTES_PLAYED,MF4_AWAY_APPEARANCES,mf5_away_player_id,MF5_AWAY_GOALS_CONCEDED,MF5_AWAY_MINUTES_PLAYED,MF5_AWAY_APPEARANCES,mf6_away_player_id,MF6_AWAY_GOALS_CONCEDED,MF6_AWAY_MINUTES_PLAYED,MF6_AWAY_APPEARANCES,NO_OF_MF_AWAY,atk1_away_player_id,ATK1_AWAY_MINUTES_PLAYED,ATK1_AWAY_APPEARANCES,ATK1_AWAY_GOALS_CONCEDED,ATK1_AWAY_SUBSTITUTIONS_IN,ATK1_AWAY_SUBSTITUTIONS_OUT,atk2_away_player_id,ATK2_AWAY_MINUTES_PLAYED,ATK2_AWAY_APPEARANCES,ATK2_AWAY_GOALS_CONCEDED,ATK2_AWAY_SUBSTITUTIONS_IN,ATK2_AWAY_SUBSTITUTIONS_OUT,atk3_away_player_id,ATK3_AWAY_MINUTES_PLAYED,ATK3_AWAY_APPEARANCES,ATK3_AWAY_GOALS_CONCEDED,ATK3_AWAY_SUBSTITUTIONS_IN,ATK3_AWAY_SUBSTITUTIONS_OUT,atk4_away_player_id,ATK4_AWAY_MINUTES_PLAYED,ATK4_AWAY_APPEARANCES,ATK4_AWAY_GOALS_CONCEDED,ATK4_AWAY_SUBSTITUTIONS_IN,ATK4_AWAY_SUBSTITUTIONS_OUT,NO_OF_ATK_AWAY,HOME_FORM_GOALS_FOR,HOME_FORM_CORNERS_FOR,HOME_FORM_YELLOWCARDS_FOR,HOME_FORM_SHOTS_ON_TARGET_FOR,HOME_FORM_FOULS_FOR,HOME_FORM_OFFSIDES_FOR,HOME_FORM_REDCARDS_FOR,HOME_FORM_GOALS_AGAINST,HOME_FORM_CORNERS_AGAINST,HOME_FORM_YELLOWCARDS_AGAINST,HOME_FORM_SHOTS_ON_TARGET_AGAINST,HOME_FORM_FOULS_AGAINST,HOME_FORM_OFFSIDES_AGAINST,HOME_FORM_REDCARDS_AGAINST,AWAY_FORM_GOALS_FOR,AWAY_FORM_CORNERS_FOR,AWAY_FORM_YELLOWCARDS_FOR,AWAY_FORM_SHOTS_ON_TARGET_FOR,AWAY_FORM_FOULS_FOR,AWAY_FORM_OFFSIDES_FOR,AWAY_FORM_REDCARDS_FOR,AWAY_FORM_GOALS_AGAINST,AWAY_FORM_CORNERS_AGAINST,AWAY_FORM_YELLOWCARDS_AGAINST,AWAY_FORM_SHOTS_ON_TARGET_AGAINST,AWAY_FORM_FOULS_AGAINST,AWAY_FORM_OFFSIDES_AGAINST,AWAY_FORM_REDCARDS_AGAINST,HOME_CFORM_GOALS_FOR,HOME_CFORM_CORNERS_FOR,HOME_CFORM_YELLOWCARDS_FOR,HOME_CFORM_SHOTS_ON_TARGET_FOR,HOME_CFORM_FOULS_FOR,HOME_CFORM_OFFSIDES_FOR,HOME_CFORM_REDCARDS_FOR,HOME_CFORM_GOALS_AGAINST,HOME_CFORM_CORNERS_AGAINST,HOME_CFORM_YELLOWCARDS_AGAINST,HOME_CFORM_SHOTS_ON_TARGET_AGAINST,HOME_CFORM_FOULS_AGAINST,HOME_CFORM_OFFSIDES_AGAINST,HOME_CFORM_REDCARDS_AGAINST,AWAY_CFORM_GOALS_FOR,AWAY_CFORM_CORNERS_FOR,AWAY_CFORM_YELLOWCARDS_FOR,AWAY_CFORM_SHOTS_ON_TARGET_FOR,AWAY_CFORM_FOULS_FOR,AWAY_CFORM_OFFSIDES_FOR,AWAY_CFORM_REDCARDS_FOR,AWAY_CFORM_GOALS_AGAINST,AWAY_CFORM_CORNERS_AGAINST,AWAY_CFORM_YELLOWCARDS_AGAINST,AWAY_CFORM_SHOTS_ON_TARGET_AGAINST,AWAY_CFORM_FOULS_AGAINST,AWAY_CFORM_OFFSIDES_AGAINST,AWAY_CFORM_REDCARDS_AGAINST,STAGE_NORMALIZED,HOME_GOALS,AWAY_GOALS,HOME_CORNERS,AWAY_CORNERS,HOME_YELLOWCARDS,AWAY_YELLOWCARDS,HOME_SHOTS_ON_TARGET,AWAY_SHOTS_ON_TARGET,HOME_FOULS,AWAY_FOULS,HOME_OFFSIDES,AWAY_OFFSIDES,HOME_REDCARDS,AWAY_REDCARDS
2021-2022_18346,18395595,2021-11-23T20-00-00_18395595,83,605,31284,9.0,469717,3.0,148.0,3.0,3779,5.0,236.0,3.0,96741,10.0,561.0,8.0,185530,9.0,486.0,7.0,,nan,nan,nan,,nan,nan,nan,4,24818003,7.0,17.0,1.0,185480,7.0,335.0,6.0,26536,10.0,584.0,7.0,23269737,8.0,219.0,4.0,37459030,6.0,398.0,6.0,,nan,nan,nan,5,929,525.0,6.0,9.0,0.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,31892,2.0,158644,2.0,90.0,1.0,1822,18.0,1170.0,13.0,915,2.0,90.0,1.0,129759,2.0,815.0,12.0,160208,2.0,90.0,1.0,,nan,nan,nan,5,32394,2.0,90.0,1.0,130198,10.0,832.0,12.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,2,159402,14.0,1.0,8.0,1.0,0.0,218862,90.0,1.0,2.0,6.0,7.0,205933,114.0,2.0,1.0,0.0,2.0,,nan,nan,nan,nan,nan,3,0.5,6.25,2.5,2.25,14.25,2.5,0.25,1.5,1.5,2.0,4.25,10.75,2.5,0.0,1.0,2.8,3.0,3.2,10.8,1.2,0.2,1.8,5.6,3.0,6.6,13.0,5.0,0.2,0.6,6.8,2.6,3.8,13.2,2.2,0.2,1.4,1.6,2.4,4.0,10.8,2.0,0.0,1.0,2.8,3.0,3.2,10.8,1.2,0.2,1.8,5.6,3.0,6.6,13.0,5.0,0.2,0.6,0.0,0.0,6.0,3.0,1.0,4.0,4.0,3.0,13.0,14.0,8.0,3.0,0.0,0.0
2021-2022_18346,18395598,2021-11-23T20-00-00_18395598,690,49,74092,11.0,450031,6.0,591.0,7.0,1166,8.0,720.0,8.0,540319,8.0,533.0,7.0,163108,4.0,816.0,10.0,,nan,nan,nan,,nan,nan,nan,4,32387,4.0,407.0,5.0,97702,6.0,436.0,7.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,2,537332,255.0,5.0,6.0,2.0,3.0,63179,469.0,6.0,5.0,1.0,1.0,199811,530.0,7.0,5.0,1.0,2.0,16827175,680.0,8.0,8.0,0.0,6.0,4,1030177,16.0,84528,19.0,540.0,6.0,96964,11.0,43.0,4.0,52850,18.0,692.0,8.0,51517,19.0,720.0,8.0,,nan,nan,nan,,nan,nan,nan,4,22528446,1.0,41.0,3.0,5640928,14.0,490.0,7.0,31237395,12.0,831.0,10.0,4552689,16.0,844.0,10.0,,nan,nan,nan,,nan,nan,nan,4,15040126,50.0,3.0,4.0,3.0,0.0,24818280,381.0,8.0,7.0,4.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.75,3.0,4.25,3.25,11.0,3.5,0.0,0.75,3.75,3.5,3.25,14.25,1.25,0.25,1.8,5.6,2.2,5.8,16.2,3.4,0.0,1.2,3.0,3.4,2.8,11.4,1.2,0.2,0.8,2.8,3.8,3.0,10.2,3.0,0.0,1.0,5.0,3.0,4.4,13.4,1.0,0.2,1.8,5.6,2.2,5.8,16.2,3.4,0.0,1.2,3.0,3.4,2.8,11.4,1.2,0.2,0.6,1.0,0.0,4.0,5.0,3.0,4.0,2.0,2.0,16.0,15.0,1.0,0.0,0.0,0.0
2021-2022_18346,18395599,2021-11-23T20-00-00_18395599,18,625,99137,3.0,537117,6.0,175.0,3.0,95792,3.0,567.0,8.0,31837,4.0,922.0,11.0,581220,2.0,567.0,10.0,1601,4.0,775.0,10.0,,nan,nan,nan,5,1193,3.0,708.0,13.0,129511,4.0,1031.0,12.0,24288,2.0,344.0,10.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,2875858,339.0,7.0,2.0,3.0,3.0,32438,420.0,10.0,3.0,6.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,805,8.0,4233,5.0,551.0,6.0,128381,6.0,497.0,6.0,26768,4.0,405.0,5.0,129725,5.0,480.0,5.0,,nan,nan,nan,,nan,nan,nan,4,608189,6.0,402.0,7.0,333797,5.0,474.0,7.0,129890,6.0,539.0,7.0,95694,6.0,499.0,7.0,129836,6.0,553.0,8.0,,nan,nan,nan,5,129660,597.0,8.0,6.0,2.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,1.5,7.5,1.5,5.25,12.25,1.0,0.0,0.25,2.0,1.25,0.75,8.25,2.0,0.0,2.25,3.25,1.5,5.5,10.25,2.5,0.0,0.5,5.75,2.0,2.0,11.25,0.75,0.0,1.4,6.2,1.4,4.6,12.4,1.4,0.0,0.2,2.2,1.4,0.8,9.4,1.8,0.0,2.0,3.8,2.0,5.4,11.0,3.0,0.0,0.8,5.8,1.6,2.6,11.8,0.8,0.0,0.6,4.0,0.0,13.0,3.0,0.0,1.0,8.0,2.0,13.0,13.0,0.0,0.0,0.0,0.0
2021-2022_18346,18395602,2021-11-24T17-45-00_18395602,2930,621,127929,9.0,130142,7.0,270.0,3.0,5349,9.0,98.0,3.0,133797,7.0,412.0,6.0,933,8.0,165.0,4.0,,nan,nan,nan,,nan,nan,nan,4,130117,8.0,528.0,6.0,73004,6.0,371.0,5.0,31825,4.0,419.0,6.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,31002,244.0,6.0,4.0,4.0,2.0,333594,408.0,6.0,7.0,1.0,4.0,1358,541.0,7.0,5.0,0.0,4.0,,nan,nan,nan,nan,nan,3,9938909,12.0,219486,12.0,540.0,6.0,459833,4.0,127.0,3.0,187116,15.0,840.0,9.0,205892,10.0,298.0,4.0,,nan,nan,nan,,nan,nan,nan,4,219604,7.0,365.0,6.0,204483,5.0,291.0,4.0,29313293,12.0,515.0,6.0,524329,1.0,65.0,1.0,125482,11.0,370.0,6.0,7708056,1.0,36.0,2.0,6,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,0,1.5,6.75,1.25,5.75,11.5,1.75,0.0,0.75,3.25,1.5,2.25,11.5,1.25,0.0,0.4,5.4,0.8,3.6,9.8,1.4,0.0,1.8,5.6,0.8,5.6,11.0,1.4,0.0,1.2,8.0,1.6,5.4,11.8,2.2,0.0,0.6,2.6,1.6,2.4,11.0,1.2,0.0,0.4,5.4,0.8,3.6,9.8,1.4,0.0,1.8,5.6,0.8,5.6,11.0,1.4,0.0,0.6,2.0,0.0,8.0,3.0,0.0,1.0,11.0,3.0,10.0,12.0,3.0,3.0,0.0,0.0
2021-2022_18346,18395601,2021-11-24T17-45-00_18395601,554,629,200715,18.0,98079,13.0,404.0,5.0,31403,3.0,90.0,1.0,537201,16.0,307.0,4.0,203698,17.0,253.0,3.0,,nan,nan,nan,,nan,nan,nan,4,94511,5.0,495.0,8.0,185606,12.0,227.0,4.0,95860,12.0,345.0,5.0,204936,5.0,183.0,3.0,4913,3.0,90.0,1.0,,nan,nan,nan,5,262216,90.0,1.0,3.0,0.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,26393,7.0,28716,6.0,481.0,6.0,28648,7.0,504.0,6.0,2206665,6.0,298.0,5.0,188444,6.0,514.0,6.0,,nan,nan,nan,,nan,nan,nan,4,24594,6.0,454.0,6.0,5270462,7.0,529.0,6.0,21073415,8.0,69.0,2.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,27133,314.0,4.0,6.0,0.0,4.0,4230,629.0,8.0,8.0,0.0,6.0,1351,540.0,6.0,7.0,nan,nan,,nan,nan,nan,nan,nan,3,0.5,4.0,3.0,2.25,11.25,4.25,0.25,3.0,4.25,1.25,7.5,11.5,0.5,0.0,3.5,3.5,1.5,7.5,12.25,2.75,0.0,0.5,3.5,1.75,2.75,9.25,2.25,0.25,0.6,4.8,2.6,2.6,11.8,3.746,0.2,3.0,3.6,1.8,7.8,14.6,0.7859999999999999,0.0,2.8,4.0,1.8,6.4,13.8,2.8,0.2,0.6,3.6,1.8,2.6,10.2,2.4,0.2,0.6,1.0,2.0,4.0,5.0,1.0,1.0,4.0,6.0,11.0,16.0,2.0,2.0,0.0,0.0
2021-2022_18346,18395606,2021-11-24T20-00-00_18395606,8,652,129820,5.0,11720838,3.0,189.0,4.0,1920,3.0,174.0,2.0,100556,16.0,475.0,6.0,84627,4.0,131.0,4.0,,nan,nan,nan,,nan,nan,nan,4,850,3.0,27.0,3.0,37316836,1.0,180.0,2.0,31857,1.0,222.0,4.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,4125,780.0,10.0,5.0,1.0,4.0,52671,187.0,4.0,1.0,2.0,1.0,1389,715.0,10.0,5.0,2.0,3.0,,nan,nan,nan,nan,nan,3,163094,7.0,1377,9.0,930.0,10.0,184934,9.0,570.0,6.0,1479641,8.0,867.0,10.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,160117,3.0,706.0,9.0,62070,7.0,739.0,8.0,236907,8.0,746.0,9.0,297354,4.0,198.0,6.0,,nan,nan,nan,,nan,nan,nan,4,4545434,83.0,2.0,3.0,1.0,1.0,241036,450.0,9.0,5.0,5.0,3.0,11298616,164.0,5.0,6.0,5.0,0.0,,nan,nan,nan,nan,nan,3,3.25,7.25,1.5,8.25,10.5,1.25,0.0,1.25,2.25,1.75,3.0,9.25,2.25,0.5,0.75,4.0,3.0,2.75,16.0,0.75,0.25,1.5,3.75,2.25,4.75,13.0,4.0,0.0,2.6,8.0,1.6,7.4,10.4,1.2,0.0,1.0,2.4,1.6,2.8,8.4,2.0,0.4,0.8,5.0,3.4,2.6,16.8,0.6,0.2,1.2,4.2,1.8,4.0,13.2,4.0,0.0,0.6,2.0,0.0,7.0,4.0,2.0,2.0,5.0,1.0,13.0,12.0,6.0,2.0,0.0,0.0
2021-2022_18346,18395603,2021-11-24T20-00-00_18395603,9,591,159142,5.0,911,5.0,982.0,11.0,982,4.0,796.0,11.0,162536,7.0,1060.0,12.0,160956,5.0,605.0,9.0,26603,5.0,585.0,9.0,,nan,nan,nan,5,4842,5.0,978.0,12.0,186910,5.0,785.0,10.0,96353,4.0,930.0,13.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,971,812.0,12.0,5.0,3.0,3.0,802,648.0,11.0,4.0,4.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,186029,15.0,187260,6.0,358.0,5.0,96208,12.0,817.0,10.0,96573,15.0,980.0,11.0,37262099,8.0,582.0,8.0,,nan,nan,nan,,nan,nan,nan,4,824,9.0,538.0,10.0,129419,11.0,673.0,8.0,1030,10.0,492.0,10.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,184798,540.0,6.0,10.0,nan,nan,96611,900.0,10.0,13.0,0.0,1.0,186320,746.0,9.0,11.0,0.0,3.0,,nan,nan,nan,nan,nan,3,3.75,6.75,1.0,8.0,9.0,3.75,0.0,1.75,3.0,2.0,2.75,9.25,3.0,0.25,2.0,3.25,2.75,3.75,9.5,2.75,0.0,1.25,6.0,2.5,6.0,15.0,2.5,0.0,3.0,6.0,1.2,6.6,10.0,3.2,0.0,1.6,2.6,1.8,2.6,10.0,3.0,0.2,1.6,3.8,3.0,3.0,10.0,2.4,0.2,1.4,6.0,2.4,5.8,15.0,2.2,0.0,0.6,2.0,1.0,7.0,0.0,3.0,0.0,6.0,2.0,13.0,5.0,3.0,1.0,0.0,0.0
2021-2022_18346,18395605,2021-11-24T20-00-00_18395605,7980,113,159276,11.0,1367,11.0,711.0,8.0,186514,5.0,338.0,4.0,189124,8.0,346.0,6.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,185571,11.0,663.0,8.0,186795,11.0,658.0,8.0,129798,9.0,576.0,9.0,96092,6.0,385.0,5.0,,nan,nan,nan,,nan,nan,nan,4,96247,185.0,8.0,2.0,7.0,0.0,185658,497.0,7.0,9.0,1.0,4.0,947,460.0,6.0,9.0,0.0,4.0,,nan,nan,nan,nan,nan,3,129424,9.0,14726357,9.0,213.0,5.0,30972,5.0,270.0,3.0,129202,9.0,392.0,5.0,186995,8.0,450.0,5.0,,nan,nan,nan,,nan,nan,nan,4,2823228,7.0,333.0,6.0,129906,8.0,321.0,5.0,129749,4.0,252.0,4.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,538861,445.0,6.0,4.0,1.0,2.0,340342,352.0,5.0,6.0,0.0,4.0,798,256.0,8.0,2.0,6.0,2.0,,nan,nan,nan,nan,nan,3,1.0,3.5,2.25,3.0,10.5,2.5,0.5,1.5,3.5,4.25,4.0,12.5,0.75,0.5,1.0,2.75,3.5,2.75,11.5,3.5,0.25,1.75,8.0,2.0,5.0,13.75,1.0,0.0,0.8,3.8,2.6,3.2,10.6,2.4,0.6,1.6,4.0,3.6,4.2,12.2,0.8,0.4,1.0,2.75,3.5,2.75,11.5,3.5,0.25,1.75,8.0,2.0,5.0,13.75,1.0,0.0,0.6,0.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,19.0,14.0,1.0,3.0,0.0,0.0
2021-2022_18346,18395607,2021-11-24T20-00-00_18395607,58,68,133580,17.0,37522785,13.0,561.0,7.0,1189,8.0,540.0,6.0,129758,13.0,451.0,6.0,8456257,16.0,529.0,7.0,219512,13.0,610.0,8.0,,nan,nan,nan,5,160072,13.0,534.0,6.0,21781428,17.0,510.0,6.0,3169778,6.0,331.0,5.0,186025,12.0,142.0,4.0,,nan,nan,nan,,nan,nan,nan,4,159455,583.0,8.0,13.0,1.0,5.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,34084,11.0,61517,6.0,348.0,7.0,198062,7.0,630.0,7.0,36681,7.0,171.0,5.0,31761,9.0,207.0,3.0,,nan,nan,nan,,nan,nan,nan,4,37255840,12.0,689.0,10.0,60270,4.0,362.0,5.0,30922,12.0,695.0,10.0,31607851,9.0,18.0,2.0,32158,7.0,213.0,8.0,,nan,nan,nan,5,537758,392.0,6.0,7.0,1.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,2.25,5.0,2.0,5.0,10.25,1.75,0.0,1.75,4.5,3.0,3.75,16.0,5.75,0.25,1.0,4.0,1.5,4.5,10.25,2.75,0.25,2.0,4.25,2.0,5.25,7.25,3.0,0.0,1.8,4.2,1.8,4.6,11.0,1.8,0.0,1.8,4.4,2.6,4.0,15.6,5.2,0.2,1.0,3.6,1.4,4.2,9.6,2.6,0.2,2.0,5.6,1.6,5.2,7.4,2.6,0.0,0.6,3.0,1.0,2.0,9.0,6.0,2.0,6.0,5.0,14.0,11.0,1.0,6.0,0.0,1.0
2021-2022_18346,18395604,2021-11-24T20-00-00_18395604,340,277,633,9.0,6612,20.0,540.0,6.0,540548,18.0,485.0,6.0,27088972,7.0,6.0,1.0,198157,8.0,238.0,4.0,,nan,nan,nan,,nan,nan,nan,4,62374,10.0,534.0,6.0,62318,10.0,532.0,6.0,11705302,14.0,299.0,5.0,23269660,8.0,458.0,6.0,,nan,nan,nan,,nan,nan,nan,4,23151,69.0,3.0,12.0,2.0,1.0,31439,297.0,6.0,8.0,2.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,529414,16.0,97669,11.0,551.0,7.0,32641,4.0,180.0,2.0,24838191,4.0,156.0,2.0,4337,14.0,627.0,7.0,,nan,nan,nan,,nan,nan,nan,4,52585,11.0,406.0,6.0,32511,6.0,375.0,7.0,32586,8.0,467.0,7.0,96884,9.0,585.0,7.0,,nan,nan,nan,,nan,nan,nan,4,160120,410.0,6.0,11.0,1.0,4.0,7330507,46.0,1.0,4.0,0.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.25,4.5,1.75,4.75,10.0,3.25,0.0,2.75,4.25,0.75,6.25,9.5,2.75,0.0,2.0,3.75,2.5,4.25,16.75,2.5,0.25,3.25,5.0,2.75,5.75,11.5,4.0,0.0,1.4,4.4,1.8,4.4,11.0,2.8,0.2,2.6,3.8,1.0,6.6,10.0,2.4,0.0,1.6,3.2,2.0,3.8,14.8,2.6,0.2,3.0,5.0,2.2,6.0,12.8,4.0,0.0,0.6,0.0,5.0,13.0,5.0,3.0,1.0,3.0,13.0,13.0,10.0,5.0,3.0,0.0,0.0
2021-2022_18346,18395608,2021-11-24T20-00-00_18395608,627,3468,108521,10.0,546805,11.0,682.0,9.0,237720,13.0,1260.0,14.0,259374,13.0,1216.0,14.0,223363,2.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,22536150,11.0,1029.0,12.0,139969,13.0,1260.0,14.0,62970,11.0,726.0,10.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,54080,312.0,6.0,9.0,3.0,1.0,240459,111.0,2.0,1.0,1.0,1.0,430505,1200.0,14.0,13.0,0.0,6.0,,nan,nan,nan,nan,nan,3,1314,14.0,31647,1.0,167.0,2.0,460160,12.0,476.0,6.0,31288,10.0,810.0,9.0,98903,12.0,963.0,11.0,,nan,nan,nan,,nan,nan,nan,4,268,10.0,911.0,12.0,159700,12.0,828.0,10.0,30289,11.0,961.0,12.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,7346228,320.0,11.0,7.0,8.0,3.0,93948,841.0,10.0,13.0,1.0,2.0,600687,638.0,12.0,8.0,4.0,8.0,,nan,nan,nan,nan,nan,3,1.2,2.8,2.6,2.8,9.8,1.6,0.0,1.4,12.0,1.2,7.2,9.2,1.4,0.0,2.25,7.0,1.25,7.25,7.5,1.5,0.0,0.75,2.25,1.75,4.25,10.5,2.25,0.0,1.2,2.8,2.6,2.8,9.8,1.6,0.0,1.4,12.0,1.2,7.2,9.2,1.4,0.0,1.8,6.2,1.8,6.8,8.4,1.6,0.0,1.0,2.0,2.0,4.4,12.0,2.2,0.0,0.6,0.0,3.0,3.0,5.0,1.0,1.0,5.0,8.0,11.0,12.0,2.0,1.0,0.0,0.0
